STATE,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,SEASON,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Montana,2018,7,235,34,10,18.72,14.47,4.26,Level 1,Minimal,Feb-17-2018,2017-18,0.473538,17,8,3590
Nebraska,2018,7,537,80,94,32.4,14.9,17.5,Level 10,High,Feb-17-2018,2017-18,7.36749,752,49,10207
Nevada,2018,7,66,3,10,19.7,4.55,15.15,Level 7,Moderate,Feb-17-2018,2017-18,2.63465,496,36,18826
New Hampshire,2018,7,0,0,0,0,0,0,Level 10,High,Feb-17-2018,2017-18,6.27188,215,17,3428
New Jersey,2018,7,0,0,0,0,0,0,Level 10,High,Feb-17-2018,2017-18,11.1524,3391,43,30406
New Mexico,2018,7,1830,70,256,17.81,3.83,13.99,Level 10,High,Feb-17-2018,2017-18,6.70531,1423,44,21222
New York,2018,7,7883,1457,1064,31.98,18.48,13.5,Level 10,High,Feb-17-2018,2017-18,10.3037,1588,55,15412
North Carolina,2018,7,1182,161,102,22.25,13.62,8.63,Level 10,High,Feb-17-2018,2017-18,7.92215,1445,51,18240
North Dakota,2018,7,291,64,14,26.8,21.99,4.81,Level 3,Minimal,Feb-17-2018,2017-18,2.94521,43,8,1460
Ohio,2018,7,5941,1245,548,30.18,20.96,9.22,Level 8,High,Feb-17-2018,2017-18,3.65346,816,63,22335
Oklahoma,2018,7,767,98,106,26.6,12.78,13.82,Level 10,High,Feb-17-2018,2017-18,6.21926,569,20,9149
Oregon,2018,7,1182,99,115,18.1,8.38,9.73,Level 8,High,Feb-17-2018,2017-18,3.15409,1213,78,38458
Pennsylvania,2018,7,1730,318,200,29.94,18.38,11.56,Level 10,High,Feb-17-2018,2017-18,6.79851,4352,143,64014
Rhode Island,2018,7,0,0,0,0,0,0,Level 10,High,Feb-17-2018,2017-18,7.24661,459,23,6334
South Carolina,2018,7,1171,145,103,21.18,12.38,8.8,Level 10,High,Feb-17-2018,2017-18,11.9974,725,15,6043
South Dakota,2018,7,64,4,4,12.5,6.25,6.25,Level 10,High,Feb-17-2018,2017-18,4.33716,548,32,12635
Tennessee,2018,7,825,81,87,20.36,9.82,10.55,Level 10,High,Feb-17-2018,2017-18,5.61738,530,53,9435
Texas,2018,7,6386,733,1252,31.08,11.48,19.61,Level 10,High,Feb-17-2018,2017-18,10.9435,3598,109,32878
Utah,2018,7,1526,138,232,24.25,9.04,15.2,Level 7,Moderate,Feb-17-2018,2017-18,2.98601,1379,47,46182
Vermont,2018,7,533,153,26,33.58,28.71,4.88,Level 8,High,Feb-17-2018,2017-18,4.47761,138,10,3082
Virginia,2018,7,1301,260,144,31.05,19.98,11.07,Level 10,High,Feb-17-2018,2017-18,10.7374,11195,131,104262
Washington,2018,7,2018,149,172,15.91,7.38,8.52,Level 4,Low,Feb-17-2018,2017-18,2.13897,181,53,8462
West Virginia,2018,7,1264,130,81,16.69,10.28,6.41,Level 10,High,Feb-17-2018,2017-18,6.33742,734,36,11582
Wisconsin,2018,7,4246,972,295,29.84,22.89,6.95,Level 8,High,Feb-17-2018,2017-18,4.34143,295,24,6795
Wyoming,2018,7,12,0,3,25,0,25,Level 10,High,Feb-17-2018,2017-18,7.06129,303,17,4291
Puerto Rico,2018,7,0,0,0,0,0,0,Level 10,High,Feb-17-2018,2017-18,11.9693,265,4,2214
Virgin Islands,2018,7,0,0,0,0,0,0,Level 1,Minimal,Feb-17-2018,2017-18,1.57005,13,3,828
New York City,2018,7,0,0,0,0,0,0,Level 10,High,Feb-17-2018,2017-18,8.36329,8981,40,107386
Alabama,2018,8,1103,61,79,12.69,5.53,7.16,Level 10,High,Feb-24-2018,2017-18,5.65463,2172,89,38411
Alaska,2018,8,0,0,0,0,0,0,Level 10,High,Feb-24-2018,2017-18,6.28311,344,17,5475
Arizona,2018,8,475,11,21,6.74,2.32,4.42,Level 10,High,Feb-24-2018,2017-18,5.13133,885,46,17247
Arkansas,2018,8,542,22,131,28.23,4.06,24.17,Level 10,High,Feb-24-2018,2017-18,6.2677,332,17,5297
California,2018,8,2137,90,204,13.76,4.21,9.55,Level 7,Moderate,Feb-24-2018,2017-18,3.51102,1619,119,46112
Colorado,2018,8,1507,82,94,11.68,5.44,6.24,Level 8,High,Feb-24-2018,2017-18,2.72131,672,41,24694
Connecticut,2018,8,1559,179,219,25.53,11.48,14.05,Level 10,High,Feb-24-2018,2017-18,5.26689,297,23,5639
Delaware,2018,8,407,34,46,19.66,8.35,11.3,Level 6,Moderate,Feb-24-2018,2017-18,2.69906,80,12,2964
District of Columbia,2018,8,0,0,0,0,0,0,Level 8,High,Feb-24-2018,2017-18,3.88872,499,5,12832
Florida,2018,8,0,0,0,0,0,0,Level 4,Low,Feb-24-2018,2017-18,X,X,X,X
Georgia,2018,8,1770,171,157,18.53,9.66,8.87,Level 10,High,Feb-24-2018,2017-18,6.4308,3190,51,49605
Hawaii,2018,8,258,5,10,5.81,1.94,3.88,Level 4,Low,Feb-24-2018,2017-18,4.36548,43,14,985
Idaho,2018,8,110,5,9,12.73,4.55,8.18,Level 5,Low,Feb-24-2018,2017-18,2.47823,37,7,1493
Illinois,2018,8,821,90,93,22.29,10.96,11.33,Level 9,High,Feb-24-2018,2017-18,4.00358,1879,80,46933
Indiana,2018,8,575,81,81,28.17,14.09,14.09,Level 8,High,Feb-24-2018,2017-18,3.88493,158,22,4067
Iowa,2018,8,766,93,169,34.2,12.14,22.06,Level 4,Low,Feb-24-2018,2017-18,2.05001,91,14,4439
Kansas,2018,8,147,11,17,19.05,7.48,11.56,Level 10,High,Feb-24-2018,2017-18,9.29682,628,26,6755
Kentucky,2018,8,752,36,65,13.43,4.79,8.64,Level 10,High,Feb-24-2018,2017-18,8.47563,819,31,9663
Louisiana,2018,8,835,34,56,10.78,4.07,6.71,Level 9,High,Feb-24-2018,2017-18,4.43427,2335,91,52658
Maine,2018,8,222,40,8,21.62,18.02,3.6,Level 2,Minimal,Feb-24-2018,2017-18,1.5775,69,22,4374
Maryland,2018,8,545,87,46,24.4,15.96,8.44,Level 8,High,Feb-24-2018,2017-18,4.14467,369,28,8903
Massachusetts,2018,8,2040,451,222,32.99,22.11,10.88,Level 10,High,Feb-24-2018,2017-18,4.61404,1532,45,33203
Michigan,2018,8,2770,526,182,25.56,18.99,6.57,Level 7,Moderate,Feb-24-2018,2017-18,3.41734,880,85,25751
Minnesota,2018,8,1111,232,62,26.46,20.88,5.58,Level 10,High,Feb-24-2018,2017-18,5.32849,352,21,6606
Mississippi,2018,8,95,4,3,7.37,4.21,3.16,Level 10,High,Feb-24-2018,2017-18,5.80919,1093,46,18815
Missouri,2018,8,1607,109,162,16.86,6.78,10.08,Level 10,High,Feb-24-2018,2017-18,5.42488,369,17,6802
Montana,2018,8,264,23,21,16.67,8.71,7.95,Level 2,Minimal,Feb-24-2018,2017-18,0.593565,19,8,3201
Nebraska,2018,8,468,73,86,33.97,15.6,18.38,Level 10,High,Feb-24-2018,2017-18,6.49497,633,49,9746
Nevada,2018,8,67,5,7,17.91,7.46,10.45,Level 5,Low,Feb-24-2018,2017-18,2.18312,397,36,18185
New Hampshire,2018,8,0,0,0,0,0,0,Level 9,High,Feb-24-2018,2017-18,3.47138,114,17,3284
New Jersey,2018,8,0,0,0,0,0,0,Level 10,High,Feb-24-2018,2017-18,8.32214,2231,43,26808
New Mexico,2018,8,1496,102,196,19.92,6.82,13.1,Level 10,High,Feb-24-2018,2017-18,5.21037,987,44,18943
New York,2018,8,5760,830,742,27.29,14.41,12.88,Level 10,High,Feb-24-2018,2017-18,6.97767,875,55,12540
North Carolina,2018,8,758,43,50,12.27,5.67,6.6,Level 10,High,Feb-24-2018,2017-18,5.16899,832,46,16096
North Dakota,2018,8,267,46,19,24.34,17.23,7.12,Level 4,Low,Feb-24-2018,2017-18,3.20102,50,8,1562
Ohio,2018,8,5068,811,611,28.06,16,12.06,Level 6,Moderate,Feb-24-2018,2017-18,3.02552,652,66,21550
Oklahoma,2018,8,550,56,51,19.45,10.18,9.27,Level 10,High,Feb-24-2018,2017-18,5.27439,445,27,8437
Oregon,2018,8,1124,84,129,18.95,7.47,11.48,Level 7,Moderate,Feb-24-2018,2017-18,3.13381,1101,79,35133
Pennsylvania,2018,8,1445,223,197,29.07,15.43,13.63,Level 10,High,Feb-24-2018,2017-18,5.39183,3145,139,58329
Rhode Island,2018,8,0,0,0,0,0,0,Level 10,High,Feb-24-2018,2017-18,5.00479,261,23,5215
South Carolina,2018,8,831,68,75,17.21,8.18,9.03,Level 10,High,Feb-24-2018,2017-18,7.92783,435,15,5487
South Dakota,2018,8,66,4,4,12.12,6.06,6.06,Level 10,High,Feb-24-2018,2017-18,4.40492,426,31,9671
Tennessee,2018,8,475,36,36,15.16,7.58,7.58,Level 4,Low,Feb-24-2018,2017-18,3.28443,253,52,7703
Texas,2018,8,4739,379,707,22.92,8,14.92,Level 10,High,Feb-24-2018,2017-18,8.27868,2638,109,31865
Utah,2018,8,1246,87,165,20.22,6.98,13.24,Level 7,Moderate,Feb-24-2018,2017-18,3.0292,1082,46,35719
Vermont,2018,8,577,154,22,30.5,26.69,3.81,Level 7,Moderate,Feb-24-2018,2017-18,3.80984,113,10,2966
Virginia,2018,8,815,116,77,23.68,14.23,9.45,Level 10,High,Feb-24-2018,2017-18,7.80826,7516,131,96257
Washington,2018,8,1858,144,208,18.95,7.75,11.19,Level 4,Low,Feb-24-2018,2017-18,2.28186,176,53,7713
West Virginia,2018,8,1023,68,58,12.32,6.65,5.67,Level 5,Low,Feb-24-2018,2017-18,2.8259,292,34,10333
Wisconsin,2018,8,3538,676,331,28.46,19.11,9.36,Level 7,Moderate,Feb-24-2018,2017-18,3.99705,271,24,6780
Wyoming,2018,8,0,0,0,0,0,0,Level 10,High,Feb-24-2018,2017-18,6.21257,249,19,4008
Puerto Rico,2018,8,0,0,0,0,0,0,Level 7,Moderate,Feb-24-2018,2017-18,9.8472,232,4,2356
Virgin Islands,2018,8,0,0,0,0,0,0,Level 1,Minimal,Feb-24-2018,2017-18,0.833333,7,3,840
New York City,2018,8,0,0,0,0,0,0,Level 10,High,Feb-24-2018,2017-18,5.9571,6376,74,107032
Alabama,2018,9,828,34,46,9.66,4.11,5.56,Level 7,Moderate,Mar-03-2018,2017-18,3.43508,1212,88,35283
Alaska,2018,9,12,0,1,8.33,0,8.33,Level 10,High,Mar-03-2018,2017-18,7.12882,399,17,5597
Arizona,2018,9,358,8,31,10.89,2.23,8.66,Level 9,High,Mar-03-2018,2017-18,4.42171,778,48,17595
Arkansas,2018,9,384,20,58,20.31,5.21,15.1,Level 9,High,Mar-03-2018,2017-18,4.22597,193,12,4567
California,2018,9,2130,94,253,16.29,4.41,11.88,Level 7,Moderate,Mar-03-2018,2017-18,3.64857,1870,120,51253
Colorado,2018,9,1291,78,88,12.86,6.04,6.82,Level 6,Moderate,Mar-03-2018,2017-18,2.1811,554,41,25400
Connecticut,2018,9,1251,108,141,19.9,8.63,11.27,Level 9,High,Mar-03-2018,2017-18,5.14261,238,19,4628
Delaware,2018,9,352,16,42,16.48,4.55,11.93,Level 3,Minimal,Mar-03-2018,2017-18,1.78051,55,12,3089
District of Columbia,2018,9,0,0,0,0,0,0,Level 4,Low,Mar-03-2018,2017-18,2.60078,360,5,13842
Florida,2018,9,0,0,0,0,0,0,Level 2,Minimal,Mar-03-2018,2017-18,X,X,X,X
Georgia,2018,9,1185,63,72,11.39,5.32,6.08,Level 9,High,Mar-03-2018,2017-18,4.09472,1961,51,47891
Hawaii,2018,9,228,6,4,4.39,2.63,1.75,Level 4,Low,Mar-03-2018,2017-18,3.84047,52,15,1354
Idaho,2018,9,129,9,4,10.08,6.98,3.1,Level 2,Minimal,Mar-03-2018,2017-18,1.47059,25,7,1700
Illinois,2018,9,661,48,72,18.15,7.26,10.89,Level 5,Low,Mar-03-2018,2017-18,2.72481,1279,78,46939
Indiana,2018,9,419,54,49,24.58,12.89,11.69,Level 9,High,Mar-03-2018,2017-18,3.89948,180,22,4616
Iowa,2018,9,701,62,180,34.52,8.84,25.68,Level 2,Minimal,Mar-03-2018,2017-18,1.44578,54,13,3735
Kansas,2018,9,135,6,25,22.96,4.44,18.52,Level 10,High,Mar-03-2018,2017-18,6.58113,477,27,7248
Kentucky,2018,9,572,14,33,8.22,2.45,5.77,Level 10,High,Mar-03-2018,2017-18,5.81229,527,30,9067
Louisiana,2018,9,636,9,43,8.18,1.42,6.76,Level 6,Moderate,Mar-03-2018,2017-18,3.46841,1800,93,51897
Maine,2018,9,215,52,4,26.05,24.19,1.86,Level 1,Minimal,Mar-03-2018,2017-18,0.967937,48,22,4959
Maryland,2018,9,395,48,21,17.47,12.15,5.32,Level 5,Low,Mar-03-2018,2017-18,3.05353,259,29,8482
Massachusetts,2018,9,1603,299,166,29.01,18.65,10.36,Level 8,High,Mar-03-2018,2017-18,3.00361,1040,45,34625
Michigan,2018,9,2408,399,179,24,16.57,7.43,Level 6,Moderate,Mar-03-2018,2017-18,3.03726,781,86,25714
Minnesota,2018,9,953,120,74,20.36,12.59,7.76,Level 9,High,Mar-03-2018,2017-18,4.47309,295,21,6595
Mississippi,2018,9,78,3,4,8.97,3.85,5.13,Level 6,Moderate,Mar-03-2018,2017-18,3.86015,679,45,17590
Missouri,2018,9,1155,55,92,12.73,4.76,7.97,Level 8,High,Mar-03-2018,2017-18,3.59994,239,16,6639
Montana,2018,9,294,39,28,22.79,13.27,9.52,Level 2,Minimal,Mar-03-2018,2017-18,0.886076,35,8,3950
Nebraska,2018,9,422,59,93,36.02,13.98,22.04,Level 10,High,Mar-03-2018,2017-18,5.66446,497,47,8774
Nevada,2018,9,41,4,4,19.51,9.76,9.76,Level 4,Low,Mar-03-2018,2017-18,1.80592,316,34,17498
New Hampshire,2018,9,0,0,0,0,0,0,Level 9,High,Mar-03-2018,2017-18,3.50989,110,17,3134
New Jersey,2018,9,0,0,0,0,0,0,Level 10,High,Mar-03-2018,2017-18,5.08262,1335,43,26266
New Mexico,2018,9,1316,71,129,15.2,5.4,9.8,Level 10,High,Mar-03-2018,2017-18,4.51212,849,43,18816
New York,2018,9,4155,396,372,18.48,9.53,8.95,Level 9,High,Mar-03-2018,2017-18,5.04069,576,54,11427
North Carolina,2018,9,586,38,21,10.07,6.48,3.58,Level 6,Moderate,Mar-03-2018,2017-18,3.06936,462,42,15052
North Dakota,2018,9,285,34,24,20.35,11.93,8.42,Level 3,Minimal,Mar-03-2018,2017-18,2.71903,36,7,1324
Ohio,2018,9,3866,468,376,21.83,12.11,9.73,Level 1,Minimal,Mar-03-2018,2017-18,1.69195,368,61,21750
Oklahoma,2018,9,387,6,37,11.11,1.55,9.56,Level 6,Moderate,Mar-03-2018,2017-18,3.7537,292,24,7779
Oregon,2018,9,1047,69,119,17.96,6.59,11.37,Level 6,Moderate,Mar-03-2018,2017-18,2.67081,1005,79,37629
Pennsylvania,2018,9,1229,139,126,21.56,11.31,10.25,Level 9,High,Mar-03-2018,2017-18,3.68232,2149,143,58360
Rhode Island,2018,9,0,0,0,0,0,0,Level 7,Moderate,Mar-03-2018,2017-18,2.91837,143,23,4900
South Carolina,2018,9,593,21,24,7.59,3.54,4.05,Level 10,High,Mar-03-2018,2017-18,5.44094,240,13,4411
South Dakota,2018,9,71,3,7,14.08,4.23,9.86,Level 9,High,Mar-03-2018,2017-18,3.86657,437,31,11302
Tennessee,2018,9,302,9,17,8.61,2.98,5.63,Level 1,Minimal,Mar-03-2018,2017-18,2.032,160,53,7874
Texas,2018,9,3690,213,435,17.56,5.77,11.79,Level 10,High,Mar-03-2018,2017-18,6.07416,1833,106,30177
Utah,2018,9,1528,89,217,20.03,5.82,14.2,Level 3,Minimal,Mar-03-2018,2017-18,1.43303,730,46,50941
Vermont,2018,9,454,113,23,29.96,24.89,5.07,Level 7,Moderate,Mar-03-2018,2017-18,3.82343,110,10,2877
Virginia,2018,9,665,59,46,15.79,8.87,6.92,Level 10,High,Mar-03-2018,2017-18,5.06014,4506,131,89049
Washington,2018,9,1830,151,159,16.94,8.25,8.69,Level 3,Minimal,Mar-03-2018,2017-18,1.95922,123,50,6278
West Virginia,2018,9,808,43,26,8.54,5.32,3.22,Level 5,Low,Mar-03-2018,2017-18,2.57644,273,38,10596
Wisconsin,2018,9,2827,418,301,25.43,14.79,10.65,Level 6,Moderate,Mar-03-2018,2017-18,3.48291,215,21,6173
Wyoming,2018,9,0,0,0,0,0,0,Level 10,High,Mar-03-2018,2017-18,4.8367,194,18,4011
Puerto Rico,2018,9,0,0,0,0,0,0,Level 4,Low,Mar-03-2018,2017-18,8.00421,152,3,1899
Virgin Islands,2018,9,0,0,0,0,0,0,Level 1,Minimal,Mar-03-2018,2017-18,0.825472,7,3,848
New York City,2018,9,0,0,0,0,0,0,Level 8,High,Mar-03-2018,2017-18,3.55216,3278,39,92282
Alabama,2018,10,675,10,22,4.74,1.48,3.26,Level 5,Low,Mar-10-2018,2017-18,2.90703,1034,87,35569
Alaska,2018,10,14,0,2,14.29,0,14.29,Level 10,High,Mar-10-2018,2017-18,7.6104,436,17,5729
Arizona,2018,10,394,8,16,6.09,2.03,4.06,Level 8,High,Mar-10-2018,2017-18,3.97032,535,40,13475
Arkansas,2018,10,317,22,31,16.72,6.94,9.78,Level 5,Low,Mar-10-2018,2017-18,2.97947,135,13,4531
California,2018,10,2041,104,230,16.36,5.1,11.27,Level 7,Moderate,Mar-10-2018,2017-18,3.39303,1813,118,53433
Colorado,2018,10,1221,76,82,12.94,6.22,6.72,Level 5,Low,Mar-10-2018,2017-18,1.79374,455,41,25366
Connecticut,2018,10,1051,58,90,14.08,5.52,8.56,Level 5,Low,Mar-10-2018,2017-18,3.7656,169,21,4488
Delaware,2018,10,284,13,32,15.85,4.58,11.27,Level 1,Minimal,Mar-10-2018,2017-18,0.958957,25,12,2607
District of Columbia,2018,10,0,0,0,0,0,0,Level 3,Minimal,Mar-10-2018,2017-18,2.40906,349,5,14487
Florida,2018,10,0,0,0,0,0,0,Level 2,Minimal,Mar-10-2018,2017-18,X,X,X,X
Georgia,2018,10,1029,54,34,8.55,5.25,3.3,Level 8,High,Mar-10-2018,2017-18,3.75709,1783,51,47457
Hawaii,2018,10,204,5,4,4.41,2.45,1.96,Level 6,Moderate,Mar-10-2018,2017-18,5.99688,77,15,1284
Idaho,2018,10,94,3,13,17.02,3.19,13.83,Level 1,Minimal,Mar-10-2018,2017-18,0.402994,7,8,1737
Illinois,2018,10,583,25,83,18.52,4.29,14.24,Level 4,Low,Mar-10-2018,2017-18,2.30377,1081,80,46923
Indiana,2018,10,376,22,42,17.02,5.85,11.17,Level 6,Moderate,Mar-10-2018,2017-18,3.01026,132,23,4385
Iowa,2018,10,563,39,127,29.48,6.93,22.56,Level 3,Minimal,Mar-10-2018,2017-18,1.68643,64,14,3795
Kansas,2018,10,144,4,12,11.11,2.78,8.33,Level 10,High,Mar-10-2018,2017-18,5.22721,375,27,7174
Kentucky,2018,10,512,11,26,7.23,2.15,5.08,Level 10,High,Mar-10-2018,2017-18,4.82583,399,27,8268
Louisiana,2018,10,615,8,24,5.2,1.3,3.9,Level 5,Low,Mar-10-2018,2017-18,3.07885,1547,93,50246
Maine,2018,10,179,37,5,23.46,20.67,2.79,Level 1,Minimal,Mar-10-2018,2017-18,0.66474,23,21,3460
Maryland,2018,10,372,37,23,16.13,9.95,6.18,Level 3,Minimal,Mar-10-2018,2017-18,2.40764,189,28,7850
Massachusetts,2018,10,1269,120,119,18.83,9.46,9.38,Level 6,Moderate,Mar-10-2018,2017-18,2.39857,765,44,31894
Michigan,2018,10,2162,239,181,19.43,11.05,8.37,Level 4,Low,Mar-10-2018,2017-18,2.30343,595,86,25831
Minnesota,2018,10,770,61,84,18.83,7.92,10.91,Level 9,High,Mar-10-2018,2017-18,4.63972,264,21,5690
Mississippi,2018,10,55,0,0,0,0,0,Level 4,Low,Mar-10-2018,2017-18,3.12177,574,47,18387
Missouri,2018,10,1058,45,73,11.15,4.25,6.9,Level 6,Moderate,Mar-10-2018,2017-18,3.0777,122,16,3964
Montana,2018,10,290,58,24,28.28,20,8.28,Level 1,Minimal,Mar-10-2018,2017-18,0.504112,19,8,3769
Nebraska,2018,10,346,44,61,30.35,12.72,17.63,Level 10,High,Mar-10-2018,2017-18,5.87974,530,48,9014
Nevada,2018,10,40,2,6,20,5,15,Level 3,Minimal,Mar-10-2018,2017-18,1.4224,260,35,18279
New Hampshire,2018,10,0,0,0,0,0,0,Level 4,Low,Mar-10-2018,2017-18,1.83519,51,17,2779
New Jersey,2018,10,0,0,0,0,0,0,Level 8,High,Mar-10-2018,2017-18,4.37548,1087,43,24843
New Mexico,2018,10,1025,45,110,15.12,4.39,10.73,Level 8,High,Mar-10-2018,2017-18,3.24166,587,41,18108
New York,2018,10,3448,234,234,13.57,6.79,6.79,Level 6,Moderate,Mar-10-2018,2017-18,3.71947,402,53,10808
North Carolina,2018,10,502,33,19,10.36,6.57,3.78,Level 4,Low,Mar-10-2018,2017-18,2.7563,360,45,13061
North Dakota,2018,10,240,23,22,18.75,9.58,9.17,Level 1,Minimal,Mar-10-2018,2017-18,1.3245,16,7,1208
Ohio,2018,10,3036,293,274,18.68,9.65,9.03,Level 1,Minimal,Mar-10-2018,2017-18,1.63333,347,62,21245
Oklahoma,2018,10,345,8,33,11.88,2.32,9.57,Level 4,Low,Mar-10-2018,2017-18,3.09278,228,23,7372
Oregon,2018,10,993,71,124,19.64,7.15,12.49,Level 4,Low,Mar-10-2018,2017-18,2.13432,804,80,37670
Pennsylvania,2018,10,825,82,70,18.42,9.94,8.48,Level 6,Moderate,Mar-10-2018,2017-18,2.72218,1420,141,52164
Rhode Island,2018,10,0,0,0,0,0,0,Level 5,Low,Mar-10-2018,2017-18,2.21794,115,23,5185
South Carolina,2018,10,491,18,16,6.92,3.67,3.26,Level 9,High,Mar-10-2018,2017-18,3.83157,192,13,5011
South Dakota,2018,10,50,4,6,20,8,12,Level 8,High,Mar-10-2018,2017-18,3.61589,334,32,9237
Tennessee,2018,10,293,6,27,11.26,2.05,9.22,Level 1,Minimal,Mar-10-2018,2017-18,1.32833,85,50,6399
Texas,2018,10,2800,82,196,9.93,2.93,7,Level 5,Low,Mar-10-2018,2017-18,4.85631,1286,103,26481
Utah,2018,10,1288,62,170,18.01,4.81,13.2,Level 4,Low,Mar-10-2018,2017-18,1.6104,613,45,38065
Vermont,2018,10,383,57,23,20.89,14.88,6.01,Level 6,Moderate,Mar-10-2018,2017-18,3.40605,89,10,2613
Virginia,2018,10,521,32,29,11.71,6.14,5.57,Level 9,High,Mar-10-2018,2017-18,3.99101,3498,130,87647
Washington,2018,10,1755,178,188,20.85,10.14,10.71,Level 2,Minimal,Mar-10-2018,2017-18,1.64282,93,45,5661
West Virginia,2018,10,691,16,27,6.22,2.32,3.91,Level 3,Minimal,Mar-10-2018,2017-18,1.85889,176,32,9468
Wisconsin,2018,10,2286,264,277,23.67,11.55,12.12,Level 6,Moderate,Mar-10-2018,2017-18,3.58021,233,21,6508
Wyoming,2018,10,0,0,0,0,0,0,Level 10,High,Mar-10-2018,2017-18,4.96401,200,17,4029
Puerto Rico,2018,10,0,0,0,0,0,0,Level 6,Moderate,Mar-10-2018,2017-18,13.1621,164,3,1246
Virgin Islands,2018,10,0,0,0,0,0,0,Level 1,Minimal,Mar-10-2018,2017-18,0.419727,4,3,953
New York City,2018,10,0,0,0,0,0,0,Level 5,Low,Mar-10-2018,2017-18,2.79972,2711,72,96831
Alabama,2018,11,663,11,32,6.49,1.66,4.83,Level 4,Low,Mar-17-2018,2017-18,2.64247,945,87,35762
Alaska,2018,11,0,0,0,0,0,0,Level 10,High,Mar-17-2018,2017-18,6.55296,365,17,5570
Arizona,2018,11,359,7,31,10.58,1.95,8.64,Level 8,High,Mar-17-2018,2017-18,3.85505,550,38,14267
Arkansas,2018,11,276,16,18,12.32,5.8,6.52,Level 4,Low,Mar-17-2018,2017-18,2.34916,95,12,4044
California,2018,11,1976,91,227,16.09,4.61,11.49,Level 6,Moderate,Mar-17-2018,2017-18,3.21007,1658,114,51650
Colorado,2018,11,1143,75,86,14.09,6.56,7.52,Level 4,Low,Mar-17-2018,2017-18,1.56563,360,41,22994
Connecticut,2018,11,878,31,62,10.59,3.53,7.06,Level 3,Minimal,Mar-17-2018,2017-18,3.60248,87,21,2415
Delaware,2018,11,213,12,24,16.9,5.63,11.27,Level 2,Minimal,Mar-17-2018,2017-18,1.38642,39,11,2813
District of Columbia,2018,11,0,0,0,0,0,0,Level 4,Low,Mar-17-2018,2017-18,2.73463,375,5,13713
Florida,2018,11,0,0,0,0,0,0,Level 2,Minimal,Mar-17-2018,2017-18,X,X,X,X
Georgia,2018,11,1013,53,42,9.38,5.23,4.15,Level 7,Moderate,Mar-17-2018,2017-18,3.45137,1655,51,47952
Hawaii,2018,11,230,5,8,5.65,2.17,3.48,Level 5,Low,Mar-17-2018,2017-18,4.74138,55,14,1160
Idaho,2018,11,90,1,11,13.33,1.11,12.22,Level 1,Minimal,Mar-17-2018,2017-18,0.996678,15,7,1505
Illinois,2018,11,482,22,63,17.63,4.56,13.07,Level 4,Low,Mar-17-2018,2017-18,2.31579,1051,78,45384
Indiana,2018,11,384,23,50,19.01,5.99,13.02,Level 4,Low,Mar-17-2018,2017-18,3.00277,76,22,2531
Iowa,2018,11,403,17,68,21.09,4.22,16.87,Level 3,Minimal,Mar-17-2018,2017-18,1.94144,61,15,3142
Kansas,2018,11,115,5,15,17.39,4.35,13.04,Level 6,Moderate,Mar-17-2018,2017-18,3.61123,243,27,6729
Kentucky,2018,11,489,5,20,5.11,1.02,4.09,Level 7,Moderate,Mar-17-2018,2017-18,2.85061,262,27,9191
Louisiana,2018,11,527,11,21,6.07,2.09,3.98,Level 4,Low,Mar-17-2018,2017-18,2.69237,1430,92,53113
Maine,2018,11,164,30,12,25.61,18.29,7.32,Level 1,Minimal,Mar-17-2018,2017-18,1.03719,41,22,3953
Maryland,2018,11,352,24,39,17.9,6.82,11.08,Level 1,Minimal,Mar-17-2018,2017-18,1.91597,171,28,8925
Massachusetts,2018,11,1000,107,96,20.3,10.7,9.6,Level 5,Low,Mar-17-2018,2017-18,2.31978,669,42,28839
Michigan,2018,11,2024,220,210,21.25,10.87,10.38,Level 2,Minimal,Mar-17-2018,2017-18,1.73361,442,85,25496
Minnesota,2018,11,649,46,81,19.57,7.09,12.48,Level 6,Moderate,Mar-17-2018,2017-18,3.55812,210,22,5902
Mississippi,2018,11,57,0,1,1.75,0,1.75,Level 4,Low,Mar-17-2018,2017-18,3.05584,486,44,15904
Missouri,2018,11,942,35,59,9.98,3.72,6.26,Level 2,Minimal,Mar-17-2018,2017-18,1.53288,38,16,2479
Montana,2018,11,260,35,41,29.23,13.46,15.77,Level 1,Minimal,Mar-17-2018,2017-18,0.382618,14,7,3659
Nebraska,2018,11,267,37,51,32.96,13.86,19.1,Level 10,High,Mar-17-2018,2017-18,4.80683,428,48,8904
Nevada,2018,11,41,1,5,14.63,2.44,12.2,Level 4,Low,Mar-17-2018,2017-18,1.51379,269,36,17770
New Hampshire,2018,11,0,0,0,0,0,0,Level 1,Minimal,Mar-17-2018,2017-18,0.974314,22,15,2258
New Jersey,2018,11,0,0,0,0,0,0,Level 6,Moderate,Mar-17-2018,2017-18,3.75679,933,42,24835
New Mexico,2018,11,802,23,84,13.34,2.87,10.47,Level 7,Moderate,Mar-17-2018,2017-18,3.19754,551,42,17232
New York,2018,11,3088,179,210,12.6,5.8,6.8,Level 5,Low,Mar-17-2018,2017-18,3.37375,345,53,10226
